Pid,Pname,Pweight,Psize
9927,茶叶,51,80 36 21
10028,椅子,59,19 4 19
4131,垃圾袋,59,68 38 25
1232,薯片,16,60 45 16
6728,椅子,68,6 55 99
6630,薯片,13,56 11 87
2830,帽子,30,55 98 8
6929,茶叶,47,65 15 41
6829,帽子,88,33 37 65
4329,香蕉,44,43 2 42
635,薯片,47,20 19 100
1830,书,92,31 87 26
7030,键盘,17,18 77 44
343,薯片,50,33 16 5
4235,上衣,29,33 96 4
7232,帽子,45,71 15 39
1932,香蕉,94,90 75 75
7329,垃圾袋,18,62 31 88
2031,苹果,39,90 55 35
3031,薯片,87,37 51 66
2130,薯片,48,77 25 14
2943,苹果,87,97 77 41
7131,书,61,3 5 17
4528,苹果,16,55 18 40
832,茶叶,12,67 98 37
7432,苹果,14,76 77 90
7829,薯片,78,16 52 25
1340,薯片,90,30 88 23
4429,椅子,71,62 45 82
3131,椅子,78,64 33 27
7930,薯片,77,50 30 32
4633,书,5,11 75 87
8030,椅子,82,33 41 87
3232,茶叶,98,39 51 2
5033,矿泉水,54,95 77 13
3335,帽子,82,2 59 17
8133,垃圾袋,70,65 60 97
5136,椅子,92,65 23 69
4826,上衣,65,76 17 5
4928,茶叶,58,27 18 28
2229,电脑,7,31 63 97
435,帽子,91,26 85 20
7529,薯片,48,16 80 43
932,垃圾袋,71,19 4 35
7730,薯片,51,12 71 24
8525,电脑,58,42 21 6
7633,香蕉,52,73 73 58
8227,电脑,30,79 87 80
5230,茶叶,100,15 66 55
9027,矿泉水,12,31 8 95
5829,香蕉,65,46 34 94
1035,矿泉水,51,19 20 32
5927,蛋黄派,9,14 12 15
9327,苹果,93,46 43 89
3832,薯片,70,95 28 57
3450,帽子,64,50 83 73
9127,键盘,43,73 43 98
4730,苹果,91,46 87 44
9230,垃圾袋,55,73 49 30
8328,香蕉,32,77 34 14
1436,矿泉水,89,93 22 31
8431,书,60,35 6 83
238,椅子,82,53 11 59
8629,书,2,63 9 91
3530,键盘,39,70 47 18
2339,电脑,10,67 33 91
8727,苹果,39,50 45 78
2429,书,46,39 26 45
8827,电脑,77,93 38 96
534,蛋黄派,60,52 36 62
5334,蛋黄派,4,9 54 22
5530,电脑,78,19 74 74
8929,键盘,29,15 38 70
3630,椅子,35,96 40 50
736,苹果,58,73 15 38
9429,书,50,36 53 5
5631,茶叶,52,57 93 58
5730,书,29,74 96 67
141,茶叶,83,27 74 53
5451,苹果,77,25 92 65
6032,电脑,50,14 71 47
6134,香蕉,35,98 82 35
1533,苹果,87,97 91 1
2532,上衣,37,69 75 83
9628,垃圾袋,95,11 38 98
1633,香蕉,6,49 40 12
9531,蛋黄派,61,56 33 63
9728,茶叶,21,96 76 99
3932,垃圾袋,2,36 6 90
3732,薯片,44,27 84 30
4030,薯片,56,82 60 19
6233,薯片,7,91 93 29
9828,苹果,29,4 21 13
2634,垃圾袋,69,88 51 34
6332,椅子,25,65 64 26
6431,蛋黄派,50,90 45 42
1732,键盘,62,74 14 86
2733,茶叶,9,1 89 25
6530,帽子,22,11 49 86
1147,茶叶,18,24 58 90
9928,垃圾袋,56,65 33 61
10029,苹果,1,65 75 3
4132,垃圾袋,92,90 80 37
1233,茶叶,34,30 80 8
6729,椅子,19,33 100 1
6631,薯片,52,11 100 75
2831,垃圾袋,43,43 68 70
6930,帽子,48,15 12 100
6830,帽子,20,14 33 73
4330,香蕉,75,66 27 56
636,蛋黄派,51,7 68 57
1831,电脑,74,44 2 63
7031,键盘,85,56 69 32
344,香蕉,100,7 14 63
4236,帽子,24,30 52 64
7233,电脑,89,7 33 59
1933,电脑,90,38 98 25
7330,垃圾袋,54,74 2 31
2032,键盘,7,34 46 100
3032,茶叶,28,39 49 57
2131,苹果,12,14 62 57
2944,茶叶,20,64 8 79
7132,书,6,79 18 75
4529,电脑,40,36 33 59
833,上衣,21,30 59 89
7433,茶叶,32,66 51 23
7830,蛋黄派,11,63 69 41
1341,电脑,19,81 57 70
4430,苹果,9,100 84 9
3132,电脑,48,65 97 36
7931,电脑,3,65 98 11
4634,电脑,30,12 77 34
8031,椅子,48,88 66 91
3233,电脑,79,62 94 29
5034,香蕉,92,68 18 1
3336,茶叶,74,81 45 27
8134,茶叶,53,4 50 92
5137,椅子,91,20 26 67
4827,蛋黄派,37,29 25 20
4929,蛋黄派,91,56 10 5
2230,垃圾袋,35,53 42 86
436,键盘,91,32 37 29
7530,蛋黄派,2,62 80 8
933,帽子,85,82 5 41
7731,苹果,52,58 73 100
8526,电脑,17,84 7 34
7634,椅子,97,80 19 9
8228,茶叶,64,49 56 82
5231,书,26,78 49 89
9028,键盘,28,23 44 92
5830,苹果,100,3 17 27
1036,茶叶,14,81 46 98
5928,垃圾袋,81,1 21 81
9328,矿泉水,73,46 32 97
3833,椅子,59,20 82 49
3451,椅子,92,26 80 68
9128,矿泉水,79,8 50 2
4731,帽子,29,38 77 74
9231,帽子,98,58 57 75
8329,电脑,66,97 77 39
1437,蛋黄派,58,68 61 39
8432,香蕉,8,40 33 55
239,上衣,44,49 28 96
8630,椅子,10,77 50 36
3531,上衣,17,24 48 47
2340,茶叶,66,18 46 100
8728,茶叶,65,49 15 19
2430,矿泉水,89,5 34 81
8828,垃圾袋,50,57 93 96
535,电脑,15,94 34 28
5335,书,73,54 55 51
5531,矿泉水,73,9 91 37
8930,上衣,87,9 3 84
3631,蛋黄派,66,84 30 46
737,电脑,11,53 77 39
9430,键盘,96,91 65 25
5632,垃圾袋,51,1 9 13
5731,上衣,14,41 7 21
142,椅子,79,44 7 39
5452,薯片,7,45 24 21
6033,茶叶,60,36 92 96
6135,上衣,62,87 53 99
1534,椅子,99,25 16 28
2533,蛋黄派,81,21 94 51
9629,垃圾袋,59,49 22 22
1634,书,70,43 40 47
9532,上衣,67,73 32 68
9729,茶叶,28,70 18 33
3933,苹果,41,91 58 52
3733,苹果,23,95 28 42
4031,上衣,88,34 32 60
6234,矿泉水,5,49 15 83
9829,帽子,39,70 38 83
2635,电脑,58,83 75 30
6333,矿泉水,91,57 21 6
6432,香蕉,19,3 9 28
1733,椅子,61,38 74 37
2734,苹果,51,60 81 3
6531,香蕉,1,70 30 59
1148,矿泉水,57,8 73 25
9929,垃圾袋,84,32 74 9
10030,香蕉,56,55 89 29
4133,上衣,19,47 19 7
1234,书,36,51 76 89
6730,书,62,98 16 44
6632,茶叶,39,23 67 33
2832,键盘,94,30 32 66
6931,蛋黄派,7,31 38 82
6831,薯片,70,23 88 66
4331,电脑,68,35 41 11
637,上衣,27,99 10 12
1832,茶叶,11,53 12 81
7032,帽子,72,93 41 53
345,薯片,53,46 73 81
4237,茶叶,67,51 33 60
7234,香蕉,71,79 18 71
1934,椅子,100,64 39 60
7331,帽子,43,68 58 25
2033,苹果,11,33 61 65
3033,苹果,66,89 55 61
2132,电脑,17,70 72 27
2133,电脑,14,88 12 7
7133,垃圾袋,69,38 11 20
4530,薯片,36,30 33 52
834,电脑,97,72 76 24
7434,茶叶,90,88 83 4
7831,书,76,54 8 23
1342,书,88,75 77 65
4431,香蕉,20,64 8 45
3133,香蕉,25,90 34 94
7932,茶叶,19,43 1 46
4635,垃圾袋,94,40 30 50
8032,椅子,84,86 53 12
3234,香蕉,81,28 45 43
5035,苹果,82,69 33 16
3337,垃圾袋,60,63 97 1
8135,椅子,47,65 3 69
5138,矿泉水,38,81 6 9
4828,垃圾袋,54,43 44 58
4930,茶叶,15,61 66 14
2231,薯片,27,70 96 2
437,香蕉,78,92 2 6
7531,帽子,63,67 100 48
934,蛋黄派,48,29 76 79
7732,椅子,42,24 68 25
8527,上衣,41,71 64 25
7635,矿泉水,87,71 72 88
8229,书,25,36 17 79
5232,蛋黄派,3,34 6 61
9029,键盘,55,62 94 58
5831,键盘,27,91 78 88
1037,茶叶,54,81 37 65
5929,椅子,7,95 57 72
9329,帽子,82,53 50 27
3834,茶叶,92,57 20 84
3452,矿泉水,9,88 17 1
9129,薯片,29,45 97 51
4732,矿泉水,33,22 94 31
9232,香蕉,20,89 83 73
8330,茶叶,7,85 49 74
1438,椅子,64,22 36 68
8433,薯片,77,46 77 94
240,薯片,91,25 13 63
8631,苹果,10,44 19 7
3532,电脑,64,58 76 62
2341,帽子,58,8 79 45
8729,键盘,22,36 81 65
2431,矿泉水,68,16 40 61
8829,蛋黄派,77,97 8 50
536,电脑,87,19 39 48
5336,香蕉,10,87 12 72
5532,上衣,55,43 30 43
8931,矿泉水,6,67 77 6
3632,椅子,88,60 3 9
738,垃圾袋,66,67 58 32
9431,上衣,63,85 23 17
5633,矿泉水,41,91 4 23
5732,帽子,71,64 75 24
143,电脑,88,64 21 63
5453,蛋黄派,82,49 27 44
6034,薯片,20,73 25 15
6136,矿泉水,10,73 14 38
1535,矿泉水,30,80 41 2
2534,蛋黄派,6,9 49 58
9630,薯片,22,93 25 60
1635,矿泉水,98,28 53 7
9533,薯片,18,54 30 34
9730,薯片,30,21 4 24
3934,垃圾袋,33,80 7 91
3734,矿泉水,45,52 71 81
4032,上衣,72,16 16 56
4033,蛋黄派,65,55 24 1
6235,茶叶,47,7 49 46
2636,椅子,69,8 29 14
6334,矿泉水,13,90 21 77
6433,蛋黄派,14,89 55 67
1734,垃圾袋,70,24 40 37
2735,矿泉水,52,46 24 28
6532,矿泉水,13,85 94 4
1149,电脑,43,29 21 30
9930,电脑,33,15 86 15
10031,帽子,60,60 94 26
4134,电脑,94,32 94 62
1235,香蕉,84,61 37 60
6731,上衣,51,1 53 79
6732,帽子,87,43 45 83
6733,垃圾袋,60,86 11 51
6734,蛋黄派,95,23 94 96
6633,茶叶,50,38 92 62
4332,键盘,34,36 41 52
638,蛋黄派,62,80 11 35
1833,椅子,63,60 52 37
7033,蛋黄派,45,88 9 69
346,电脑,9,36 9 17
4238,薯片,77,72 72 22
7235,茶叶,67,59 69 7
1935,键盘,60,36 89 4
7332,书,32,92 92 48
2034,茶叶,12,86 76 86
3034,椅子,29,66 14 90
2945,椅子,52,72 37 60
2134,书,70,97 17 12
7134,键盘,91,67 99 81
4531,香蕉,1,100 94 11
835,苹果,17,67 29 13
7435,茶叶,90,52 79 80
7832,帽子,42,65 42 71
1343,书,82,40 30 75
4432,椅子,35,86 49 18
3134,书,15,99 4 48
7933,茶叶,44,16 32 29
4636,键盘,31,79 33 89
8033,蛋黄派,16,80 46 67
3235,香蕉,74,22 23 1
5036,键盘,6,32 23 27
3338,茶叶,2,18 31 70
8136,垃圾袋,81,64 25 57
5139,上衣,92,21 75 49
4829,上衣,11,62 15 85
4931,上衣,83,76 1 68
2232,电脑,2,11 1 61
438,茶叶,50,28 60 84
7532,香蕉,70,90 9 85
935,书,45,74 85 67
7733,苹果,75,79 60 82
8528,垃圾袋,88,25 46 80
7636,矿泉水,24,90 64 38
8230,书,75,7 6 16
5233,椅子,89,55 9 91
9030,电脑,1,59 40 19
5832,矿泉水,1,15 64 50
1038,帽子,96,85 14 6
5930,上衣,86,18 75 63
9330,矿泉水,13,91 53 73
3835,帽子,72,54 45 32
3453,香蕉,51,40 47 19
9130,椅子,68,22 49 22
4733,矿泉水,10,99 18 88
9233,上衣,47,71 59 37
8331,帽子,12,58 18 88
1439,苹果,99,38 28 98
8434,垃圾袋,28,32 99 58
241,薯片,24,87 98 35
8632,香蕉,84,16 8 64
3533,上衣,15,64 61 47
2342,苹果,15,86 40 98
8730,电脑,50,26 83 16
2432,上衣,25,28 40 3
8830,香蕉,42,9 87 78
537,键盘,29,87 9 18
5337,蛋黄派,26,31 57 19
5533,垃圾袋,14,23 8 18
8932,苹果,45,17 98 87
3633,矿泉水,95,75 91 24
739,帽子,7,90 4 30
9432,苹果,7,70 84 44
5634,上衣,1,82 87 14
5733,帽子,33,39 25 79
144,键盘,16,35 75 3
5454,矿泉水,56,29 89 66
6035,蛋黄派,16,1 95 15
6137,书,81,5 99 89
1536,书,62,41 46 12
2535,椅子,64,31 17 26
9631,书,27,50 30 100
1636,矿泉水,91,20 13 2
9534,电脑,44,29 66 41
9731,书,95,15 86 48
3935,薯片,23,43 26 78
3735,矿泉水,39,87 2 92
9830,蛋黄派,44,40 42 86
4034,电脑,95,68 69 59
6236,上衣,46,99 30 96
2637,蛋黄派,21,56 72 35
6335,电脑,38,21 35 54
6434,键盘,24,25 80 8
1735,椅子,81,67 14 43
2736,香蕉,66,47 34 45
6533,电脑,82,75 12 39
1150,键盘,9,7 100 99
9931,书,6,43 88 10
10032,苹果,36,12 39 23
4135,矿泉水,81,9 59 83
1236,键盘,75,3 88 15
2833,垃圾袋,6,95 68 53
6932,键盘,35,47 22 31
6832,香蕉,48,28 87 20
6735,矿泉水,43,8 36 8
6634,香蕉,7,95 20 71
4333,帽子,74,13 97 51
639,苹果,12,13 54 70
1834,茶叶,25,24 71 88
7034,电脑,29,57 51 49
347,蛋黄派,87,19 47 55
4239,蛋黄派,38,74 25 93
7236,键盘,55,66 50 81
1936,垃圾袋,11,54 33 71
7333,矿泉水,86,17 63 34
2035,矿泉水,5,86 81 69
3035,电脑,90,46 39 16
2946,书,74,73 85 85
2135,帽子,81,13 88 19
7135,香蕉,82,15 21 50
4532,香蕉,39,56 52 68
836,电脑,15,82 51 39
7436,矿泉水,43,46 18 81
7833,薯片,94,100 17 49
1344,垃圾袋,78,68 14 3
4433,椅子,95,44 28 82
3135,矿泉水,28,63 3 34
7934,键盘,69,56 84 98
4637,上衣,41,30 30 44
8034,上衣,35,52 82 17
3236,上衣,49,100 92 80
5037,香蕉,26,2 76 54
3339,茶叶,13,68 96 1
8137,电脑,72,43 66 45
5140,茶叶,97,97 87 51
4830,书,85,80 95 42
4932,香蕉,6,100 99 84
2233,上衣,59,78 71 37
439,电脑,17,79 20 81
7533,矿泉水,54,95 78 66
936,帽子,37,79 45 19
7734,蛋黄派,43,63 77 90
8529,电脑,53,7 15 18
7637,椅子,68,63 51 22
8231,帽子,46,61 29 56
5234,上衣,47,20 9 13
9031,电脑,84,98 55 13
5833,蛋黄派,36,92 53 11
1039,上衣,77,35 77 88
5931,椅子,98,35 13 25
9331,帽子,66,19 18 26
3836,茶叶,69,82 18 84
3454,椅子,13,76 23 93
9131,电脑,93,35 57 49
4734,书,26,18 44 72
9234,帽子,70,92 26 56
8332,电脑,58,61 75 56
1440,书,17,70 87 46
8435,香蕉,19,10 88 33
242,书,19,45 25 4
8633,键盘,16,10 79 19
3534,书,19,77 61 56
2343,蛋黄派,75,43 89 40
8731,苹果,29,35 66 17
2433,电脑,55,8 69 42
8831,薯片,27,19 17 15
538,矿泉水,18,68 77 87
5338,上衣,4,8 85 38
5534,苹果,91,24 76 18
8933,苹果,38,6 41 4
3634,香蕉,50,63 48 37
740,香蕉,81,66 29 19
9433,书,86,72 9 46
5635,键盘,54,9 21 60
5734,上衣,32,70 9 62
145,蛋黄派,95,7 2 25
5455,苹果,46,42 84 62
6036,椅子,35,60 9 48
6138,电脑,66,77 51 7
1537,上衣,2,43 39 13
2536,帽子,62,15 22 97
9632,椅子,63,12 4 82
1637,薯片,87,29 77 18
9535,键盘,89,16 61 94
9732,苹果,32,97 93 14
3936,薯片,93,17 27 64
3736,矿泉水,46,33 8 58
9831,垃圾袋,57,47 55 28
4035,蛋黄派,9,75 66 3
6237,椅子,15,92 58 38
2638,香蕉,54,5 99 46
6336,矿泉水,93,33 48 78
6435,苹果,95,67 67 65
1736,帽子,25,68 38 90
2737,椅子,65,12 48 89
6534,帽子,15,37 65 97
1151,苹果,50,76 31 87
9932,香蕉,44,30 16 3
10033,书,49,44 1 27
4136,矿泉水,93,38 31 34
1237,上衣,37,6 50 11
2834,茶叶,55,43 81 80
6933,薯片,52,11 45 46
6833,电脑,41,80 20 56
6736,茶叶,85,41 37 13
6635,垃圾袋,26,52 60 97
4334,书,25,6 18 54
640,蛋黄派,95,85 18 16
1835,椅子,68,55 90 4
7035,香蕉,89,86 28 65
348,香蕉,45,20 65 86
4240,薯片,60,30 22 32
7237,书,24,53 27 67
1937,矿泉水,68,32 13 20
7334,香蕉,80,17 18 49
2036,椅子,57,43 58 45
3036,电脑,98,28 13 38
2947,薯片,39,11 27 56
2136,矿泉水,26,97 51 27
7136,上衣,47,51 92 57
4533,书,10,60 41 37
837,蛋黄派,69,4 22 86
7437,薯片,86,40 29 79
7834,椅子,42,83 84 91
1345,矿泉水,84,47 78 33
4434,垃圾袋,82,58 59 19
3136,蛋黄派,21,66 6 1
7935,椅子,30,62 15 63
4638,书,75,56 52 97
8035,椅子,72,43 24 99
3237,键盘,48,98 98 41
5038,矿泉水,68,29 6 77
3340,香蕉,71,44 86 55
8138,矿泉水,21,61 6 98
5141,帽子,4,23 98 30
4831,苹果,1,66 80 66
4933,书,85,16 43 34
2234,帽子,62,19 42 64
440,苹果,37,39 75 43
7534,书,92,4 48 27
937,垃圾袋,51,57 68 27
7735,茶叶,50,92 27 77
8530,椅子,43,48 58 83
7638,苹果,70,62 53 21
8232,薯片,69,67 46 10
5235,帽子,95,48 39 43
9032,蛋黄派,40,44 16 16
5834,垃圾袋,19,31 60 78
1040,电脑,17,89 85 18
5932,茶叶,46,63 99 49
9332,薯片,80,47 1 95
3837,香蕉,73,20 20 42
3455,香蕉,31,83 15 87
9132,书,58,62 22 25
4735,蛋黄派,31,23 93 2
9235,帽子,19,83 87 71
8333,香蕉,16,60 91 63
1441,电脑,24,44 88 3
8436,苹果,64,11 77 62
243,帽子,72,57 32 29
8634,电脑,100,54 69 15
3535,椅子,9,38 76 45
2344,帽子,10,3 100 13
8732,茶叶,28,48 63 67
2434,键盘,20,79 17 39
8832,书,1,32 80 10
539,帽子,62,5 57 40
5339,茶叶,3,30 88 50
5535,键盘,59,7 31 95
8934,垃圾袋,8,33 5 39
3635,茶叶,36,30 7 23
741,蛋黄派,25,11 43 99
9434,蛋黄派,94,64 95 33
5636,薯片,41,58 36 94
5735,椅子,49,80 98 59
146,椅子,48,20 87 25
5456,垃圾袋,4,80 55 30
6037,垃圾袋,33,26 42 39
6139,蛋黄派,64,9 54 1
1538,上衣,8,63 75 56
2537,薯片,100,36 1 72
9633,香蕉,14,88 47 95
1638,香蕉,60,31 49 89
9536,蛋黄派,92,68 84 93
9733,茶叶,70,23 4 37
3937,香蕉,34,9 98 20
3737,书,53,19 26 35
9832,薯片,53,22 29 99
4036,垃圾袋,5,50 10 12
6238,键盘,49,15 59 73
2639,薯片,38,66 11 66
6337,薯片,54,76 73 52
6436,电脑,89,95 74 41
1737,茶叶,29,89 73 66
2738,电脑,34,6 31 56
6535,蛋黄派,2,63 63 83
1152,香蕉,40,22 37 84
9933,书,78,35 43 43
10034,垃圾袋,83,99 25 90
4137,薯片,9,7 95 2
1238,苹果,58,47 93 5
2835,蛋黄派,96,67 89 64
6934,矿泉水,36,27 72 23
6834,书,17,49 33 86
6737,香蕉,5,5 71 76
6636,椅子,54,11 71 93
4335,茶叶,32,60 36 2
641,垃圾袋,19,18 16 60
1836,上衣,10,26 9 55
7036,电脑,28,58 81 4
349,电脑,42,33 62 33
4241,键盘,32,18 3 72
7238,键盘,50,70 43 20
1938,茶叶,11,66 22 20
7335,薯片,57,22 37 95
7336,椅子,13,59 49 17
7337,椅子,34,28 50 39
7338,电脑,70,99 74 44
7339,电脑,46,73 81 56
7340,垃圾袋,97,85 83 93
7341,香蕉,26,100 11 24
7342,书,62,83 89 41
7343,电脑,13,25 87 8
7344,香蕉,73,78 65 39
7345,电脑,19,15 52 35
7346,上衣,57,74 9 82
7347,茶叶,84,57 33 44
7348,帽子,29,51 2 25
7349,帽子,37,50 77 69
7350,苹果,8,72 72 2
7351,键盘,26,78 78 51
7352,垃圾袋,42,32 32 57
3037,帽子,25,76 29 33
8139,茶叶,2,66 38 59
5142,苹果,66,72 11 74
5143,茶叶,50,83 53 20
5144,香蕉,87,61 25 69
2235,电脑,94,63 72 99
441,电脑,28,6 54 46
7535,书,100,81 61 82
938,香蕉,74,7 83 84
7736,帽子,90,71 35 13
8531,蛋黄派,95,81 92 88
7639,帽子,39,66 59 30
8233,上衣,7,99 81 32
5236,香蕉,73,45 34 15
9033,苹果,88,90 85 81
5835,矿泉水,9,12 81 11
1041,薯片,31,51 3 94
5933,香蕉,74,20 17 11
9333,椅子,59,21 43 45
9334,上衣,91,30 22 88
9335,矿泉水,64,60 29 79
9336,矿泉水,33,60 3 72
4736,上衣,88,9 38 75
9236,键盘,69,61 76 54
8334,垃圾袋,30,7 53 42
1442,椅子,68,43 95 66
8437,垃圾袋,84,86 98 37
244,电脑,69,56 31 28
8635,薯片,83,75 33 30
3536,香蕉,44,24 63 31
2345,上衣,61,38 27 66
8733,电脑,42,5 5 86
2435,帽子,49,20 95 16
8833,椅子,17,29 57 81
540,电脑,2,80 38 35
5340,帽子,57,82 78 38
5536,蛋黄派,84,43 45 74
8935,矿泉水,100,22 19 56
3636,矿泉水,46,17 37 84
742,苹果,1,46 45 80
9435,苹果,17,46 58 41
5637,茶叶,63,85 75 8
5736,垃圾袋,94,50 34 97
147,苹果,39,65 84 49
5457,苹果,10,60 1 90
6038,茶叶,14,83 72 62
6140,香蕉,51,97 48 18
1539,矿泉水,100,16 68 61
2538,垃圾袋,81,3 53 59
9634,垃圾袋,8,56 91 94
1639,薯片,64,51 89 82
9537,蛋黄派,12,29 86 15
9734,苹果,21,25 36 2
3938,书,23,58 25 43
3738,椅子,69,25 84 3
9833,椅子,96,20 14 96
4037,茶叶,96,13 34 24
6239,帽子,1,44 28 15
2640,薯片,9,11 81 34
2641,薯片,31,28 99 42
2642,椅子,8,90 31 23
2643,香蕉,76,87 15 36
2644,薯片,98,63 28 30
2645,苹果,73,9 6 23
6338,书,31,82 27 38
9934,茶叶,54,4 62 77
10035,上衣,36,74 30 70
4138,蛋黄派,92,100 36 72
1239,椅子,68,83 53 100
2836,键盘,39,99 9 76
6935,香蕉,59,36 81 85
6835,垃圾袋,37,68 90 46
6738,矿泉水,42,42 98 86
6637,上衣,60,47 18 28
4336,薯片,40,5 50 28
642,蛋黄派,53,38 44 65
1837,薯片,55,81 86 70
7037,帽子,20,92 28 55
350,键盘,53,44 17 38
4242,垃圾袋,39,54 91 36
7239,苹果,66,19 27 80
1939,电脑,51,45 9 7
2037,垃圾袋,58,50 41 61
2137,蛋黄派,15,27 32 59
7137,香蕉,41,78 1 96
7835,茶叶,68,91 1 23
1346,电脑,79,65 92 49
3137,电脑,41,89 59 55
7936,苹果,63,83 60 22
8036,苹果,8,71 19 88
3238,薯片,67,99 2 31
5039,上衣,5,54 6 42
3341,茶叶,37,79 6 57
3342,帽子,63,29 84 63
7353,香蕉,62,91 19 53
8140,键盘,58,13 51 76
2948,薯片,95,59 28 14
4534,电脑,57,11 51 6
4535,苹果,34,6 22 29
4536,苹果,28,34 1 49
4537,书,84,8 25 74
838,上衣,23,32 36 40
839,椅子,31,94 69 1
840,书,70,15 28 40
4832,苹果,85,13 41 67
4833,薯片,13,49 52 16
4834,苹果,46,46 50 69
4835,薯片,67,25 65 4
4836,帽子,48,5 42 67
4837,上衣,3,74 4 70
4838,电脑,83,11 70 9
4839,矿泉水,5,93 79 82
4840,矿泉水,15,50 34 13
4841,电脑,47,13 46 27
4842,茶叶,17,24 67 85
4843,上衣,97,20 35 76
4844,蛋黄派,73,28 98 72
4845,矿泉水,14,83 39 12
4846,茶叶,96,92 73 11
4847,键盘,97,7 26 19
4848,苹果,51,2 7 57
4849,茶叶,53,60 22 77
4850,矿泉水,93,78 7 7
4851,蛋黄派,33,39 84 14
4852,薯片,42,92 27 5
4853,垃圾袋,99,84 34 18
5145,蛋黄派,74,93 46 41
245,书,96,41 35 49
8636,书,6,1 26 13
3537,电脑,33,51 34 15
2346,香蕉,49,99 30 98
8734,上衣,90,97 55 80
2436,薯片,58,95 13 75
8834,薯片,53,34 65 88
541,椅子,20,81 87 26
5341,椅子,92,71 100 73
5537,矿泉水,84,43 61 94
8936,垃圾袋,9,93 74 8
3637,上衣,20,74 60 27
743,垃圾袋,44,44 60 94
9436,香蕉,13,66 83 73
5638,矿泉水,64,76 94 25
5639,苹果,24,4 84 46
5737,苹果,50,50 34 11
5458,书,55,86 98 7
6039,帽子,39,44 43 78
6141,薯片,60,100 39 31
1540,电脑,90,80 27 36
2539,键盘,88,62 78 3
9635,蛋黄派,13,53 92 79
1640,上衣,90,56 93 35
9538,帽子,92,60 68 41
9735,茶叶,82,60 6 85
3939,苹果,58,6 85 85
3739,椅子,20,38 65 37
9834,蛋黄派,11,61 48 70
4038,茶叶,100,4 90 8
6240,薯片,2,34 45 26
6241,苹果,61,5 12 79
1738,键盘,26,46 67 54
2739,茶叶,9,8 10 29
6536,上衣,48,65 34 16
2646,书,51,3 6 71
1153,椅子,4,60 50 20
6339,键盘,3,6 60 74
9935,蛋黄派,1,80 32 8
10036,垃圾袋,37,14 83 39
4139,蛋黄派,92,80 22 7
1240,茶叶,25,18 99 20
2837,电脑,56,46 67 98
6936,矿泉水,51,22 67 29
6937,上衣,34,1 64 30
6938,薯片,29,42 87 65
6939,电脑,20,81 33 85
6940,薯片,47,25 11 49
6941,矿泉水,37,79 71 14
6942,香蕉,51,32 80 26
6943,苹果,11,24 20 76
6944,香蕉,78,30 15 67
6945,香蕉,11,62 85 63
6946,帽子,11,72 95 54
6947,香蕉,18,50 21 62
6948,矿泉水,46,64 82 9
6949,苹果,75,16 77 47
6950,蛋黄派,32,78 36 87
6951,上衣,65,45 65 57
1838,帽子,9,68 82 91
1839,椅子,74,67 95 66
1840,垃圾袋,63,52 55 28
1841,蛋黄派,79,24 58 77
1842,椅子,62,5 98 92
1843,香蕉,63,1 47 64
1844,茶叶,85,44 8 83
1845,香蕉,16,89 42 58
1846,茶叶,64,23 59 91
1847,电脑,23,87 9 96
1848,茶叶,59,60 9 59
1849,上衣,5,97 66 76
1850,蛋黄派,11,53 12 20
1851,键盘,35,78 61 83
1852,书,98,38 60 39
1853,薯片,21,22 63 50
1854,电脑,85,93 17 54
1855,矿泉水,87,89 45 88
1856,蛋黄派,42,80 30 42
1857,椅子,19,94 87 65
1858,帽子,31,32 93 94
1859,香蕉,47,44 51 90
1860,垃圾袋,72,79 8 64
1861,茶叶,46,91 64 99
1862,薯片,70,2 94 49
1863,垃圾袋,95,61 57 89
1864,书,52,29 35 62
1865,椅子,17,86 9 27
3138,蛋黄派,47,99 99 26
9337,矿泉水,69,7 14 55
9338,矿泉水,90,80 64 80
9339,薯片,89,94 47 86
9340,苹果,96,1 48 64
9237,电脑,16,43 57 41
442,香蕉,17,79 66 80
3456,薯片,100,96 66 51
4737,蛋黄派,81,17 4 14
8335,书,52,35 100 82
1443,电脑,14,6 8 3
8438,上衣,54,99 63 36
5146,键盘,72,70 58 2
246,矿泉水,80,46 42 4
8637,上衣,28,44 97 46
3538,上衣,29,50 23 47
2347,键盘,84,22 35 3
8735,薯片,48,44 85 15
2437,上衣,45,17 21 59
8835,电脑,31,43 10 75
542,上衣,78,53 70 89
5342,电脑,91,25 91 94
5538,矿泉水,2,35 23 85
8937,蛋黄派,13,99 43 93
3638,键盘,77,93 41 4
744,香蕉,39,85 15 25
9437,椅子,23,46 51 74
148,电脑,15,38 5 95
5640,上衣,77,4 21 60
5738,书,71,54 96 35
5459,香蕉,86,92 40 92
6040,蛋黄派,96,91 25 54
6041,电脑,13,70 18 48
6042,帽子,77,62 10 10
6043,书,39,73 83 95
6044,香蕉,23,82 8 17
6045,垃圾袋,24,4 97 2
2540,香蕉,36,9 9 34
9736,薯片,37,59 50 62
3940,矿泉水,75,72 50 99
3740,矿泉水,85,52 87 74
9835,电脑,3,21 85 14
9836,茶叶,87,86 98 58
9837,薯片,87,69 97 43
9838,帽子,83,64 63 15
9839,苹果,77,56 31 96
9840,苹果,64,94 33 10
9841,书,41,79 97 55
